# This is a Revit shared parameter file.
# Do not edit manually.
# This file is generated from the NLRS documentation on 08-02-2024. All current Shared Parameters have been included.
*META	VERSION	MINVERSION
GROUP	126	Structural_Stress
GROUP	127	Structural_SurfaceAreaPerUnitLength
GROUP	128	Structural_ThermalExpansionCoefficient
GROUP	129	Structural_UnitWeight
GROUP	130	Structural_Velocity
GROUP	131	Structural_WarpingConstant
GROUP	132	Structural_Weight
GROUP	133	Structural_WeightPerUnitLength
GROUP	999	Vervallen
GROUP	1000	Exported Parameters
*PARAM	GUID	NAME	DATATYPE	DATACATEGORY	GROUP	VISIBLE	DESCRIPTION	USERMODIFIABLE	HIDEWHENNOVALUE
PARAM	0f1c18ef-004e-4d96-a3c0-293873dd1db6	_DEPRECATED_Aantal tekeningen in dwg	TEXT		999	1	Aantal tekeningen die er in het desbetreffende dwg-bestand gedefinieerd zijn	1
PARAM	a82c5fe1-a099-44c0-8536-e113c64cc1a2	_DEPRECATED_Bladnummer	TEXT		999	1	Uniek nummer binnen de verzameling technische revisietekeningen onder één discipline en werk (Blad = tekening). Het laagst mogelijke bladnummer is 001 (en niet 000).	1
PARAM	bb792ae0-19d0-44e7-b0d2-237dd32bfd74	_DEPRECATED_Bladnummer subcode	TEXT		999	1	Subcode, alléén te gebruiken indien er sprake is van een deeltekening van een groter samenhangend geheel wat met reden gesplitst moet worden over meerdere tekeningen.	1
PARAM	a2ef01ee-ff77-4e17-8d7e-2a0f6f925d70	_DEPRECATED_Bouwdeel	TEXT		999	1	Bouwdeelaanduiding. 1 positie, veld is leeg indien er geen bouwdelen zijn	1
PARAM	3fa38653-5a72-417a-8b6c-bd5a09796f91	_DEPRECATED_Bouwlaag	TEXT		999	1	Bouwlaagnummer conform Rgd BIM Norm.Het veld is leeg indien er geen specifieke bouwlagen in tekening zijn.	1
PARAM	c00185e0-9940-40a9-b184-d098d83febd5	_DEPRECATED_Discipline	TEXT		999	1	Vakdiscipline waaronder de tekening is bewerkt. Keuze uit:: B=Bouwkunde, C=Constructie, E=Elektrotechniek (incl. Transporttechniek), F= Facility management, R=Ruimtelijk, T=Terrein, W=Werktuigbouw	1
PARAM	0618d837-34a8-48c3-a2cf-fb4b07501edc	_DEPRECATED_Formaat	TEXT		999	1	Tekeningformaat behorende bij afdrukschaal. incl. verlengde A<X> formaten	1
PARAM	40595b0b-ad95-4bad-88ff-051adbf9c45f	_DEPRECATED_Leverancier_bedrijfsnaam	TEXT		999	1	Bedrijfsnaam van de leverancier van de set technisch revisietekenwerk	1
PARAM	7f34e181-61c8-47dd-8dad-596f1405fe43	_DEPRECATED_Leverancier_bestandsnaam	TEXT		999	1	Bestandsnaam aangeleverd door de leverancier van de set technisch revisietekenwerk	1
PARAM	2b195ac4-4304-4c02-824a-3bfe443d0160	_DEPRECATED_Leverancier_plaats	TEXT		999	1	Plaatsnaam van de leverancier van de set technisch revisietekenwerk	1
PARAM	458776d2-ac2b-4a56-8129-2ed0c72c0f61	_DEPRECATED_Leverancier_postadres	TEXT		999	1	Postadres van de leverancier van de set technisch revisietekenwerk	1
PARAM	8c7e9e49-50c9-4650-9772-0f06a3de9911	_DEPRECATED_Leverancier_postcode	TEXT		999	1	Postcode van het postadres van de leverancier van de set technisch revisietekenwerk	1
PARAM	b7a76715-fff1-4f7b-852d-fb0f2c3cfbc6	_DEPRECATED_Leverancier_tekenaar	TEXT		999	1	Initialen van de tekenaar	1
PARAM	56417c31-de40-403e-aa86-ef1e5ad88409	_DEPRECATED_Leverancier_telefoon	TEXT		999	1	Telefoon van de leverancier van de set technisch revisietekenwerk	1
PARAM	828e3fb2-6bd1-41dd-849a-a3bd55dfbf3f	NLRS_B_soortelijke warmte medium_01	HVAC_SPECIFIC_HEAT		42	1	Soortelijke warmte van het medium die wordt beschreven\ in parameter omschrijving_01	1
PARAM	cc8d08ba-4c2c-4bde-8744-cef0d514d5df	NLRS_B_soortelijke warmte medium_02	HVAC_SPECIFIC_HEAT		42	1	Soortelijke warmte van het medium die wordt beschreven\ in parameter omschrijving_02	1
PARAM	165f44af-bb21-4cc0-a563-fcabe5d9f681	NLRS_B_soortelijke warmte medium_03	HVAC_SPECIFIC_HEAT		42	1	Soortelijke warmte van het medium die wordt beschreven\ in parameter omschrijving_03	1
PARAM	a5ee216e-f0a1-476b-ad6f-2dda7df03456	NLRS_B_soortelijke warmte medium_04	HVAC_SPECIFIC_HEAT		42	1	Soortelijke warmte van het medium die wordt beschreven\ in parameter omschrijving_04	1
PARAM	d46c0982-9c6d-45c8-8faf-02d271e9bde5	NLRS_B_soortelijke warmte medium_05	HVAC_SPECIFIC_HEAT		42	1	Soortelijke warmte van het medium die wordt beschreven\ in parameter omschrijving_05	1
PARAM	4f249a16-b312-4951-9101-ab870f88e381	NLRS_B_Uwaarde	HVAC_COEFFICIENT_OF_HEAT_TRANSFER		39	1	U-waarde van een constructie berekend conform de geldende wet- en regelgeving	1
PARAM	27927a61-c22e-402d-a4ac-ce14b9ed33d2	NLRS_C_aantal	INTEGER		6	1	Ter vervanging van de "Count" parameter die niet kan worden gebruikt in formules voor schedules	1
PARAM	67ac03a6-ea28-4f3c-9d19-a2d9503357ed	NLRS_C_aantal_01	INTEGER		6	1	Aantal in hele getallen van een onderdeel van een object. Aantal onderdelen waarop waarde van toepassing is in parameter omschrijving_01	1
PARAM	c31fd3bb-b0c7-4ea6-88b0-14ef77f1e884	NLRS_C_aantal_02	INTEGER		6	1	Aantal in hele getallen van een onderdeel van een object. Aantal onderdelen waarop waarde van toepassing is in parameter omschrijving_02	1
PARAM	d94078b5-910a-4150-b30a-48b448fb5512	NLRS_C_aantal_03	INTEGER		6	1	Aantal in hele getallen van een onderdeel van een object. Aantal onderdelen waarop waarde van toepassing is in parameter omschrijving_03	1
PARAM	71aef7b1-f2e7-4fde-a9eb-02c1ddbefc65	NLRS_C_aantal_04	INTEGER		6	1	Aantal in hele getallen van een onderdeel van een object. Aantal onderdelen waarop waarde van toepassing is in parameter omschrijving_04	1
PARAM	b4dee943-8b3e-4cee-b1e2-1b680e6e0af0	NLRS_C_aantal_05	INTEGER		6	1	Aantal in hele getallen van een onderdeel van een object. Aantal onderdelen waarop waarde van toepassing is in parameter omschrijving_05	1
PARAM	86fb790f-aaca-4583-b28b-7e41cd014d54	NLRS_C_aantal_06	INTEGER		6	1	Aantal in hele getallen van een onderdeel van een object. Aantal onderdelen waarop waarde van toepassing is in parameter omschrijving_06	1
PARAM	c2eb47b2-8309-4c85-a677-a5c4d5c6c698	NLRS_C_aantal_07	INTEGER		6	1	Aantal in hele getallen van een onderdeel van een object. Aantal onderdelen waarop waarde van toepassing is in parameter omschrijving_07	1
PARAM	579531a6-6788-4056-8449-fdc06de58b5b	NLRS_C_aantal_08	INTEGER		6	1	Aantal in hele getallen van een onderdeel van een object. Aantal onderdelen waarop waarde van toepassing is in parameter omschrijving_08	1
PARAM	9e9e62b2-0a82-49f9-b2b2-2fda3aab27d9	NLRS_C_aantal_09	INTEGER		6	1	Aantal in hele getallen van een onderdeel van een object. Aantal onderdelen waarop waarde van toepassing is in parameter omschrijving_09	1
PARAM	7cddaf1a-df63-45d3-89ac-98fa036b1619	NLRS_C_aantal_10	INTEGER		6	1	Aantal in hele getallen van een onderdeel van een object. Aantal onderdelen waarop waarde van toepassing is in parameter omschrijving_10	1
PARAM	ce76e0a6-5fd1-4012-a22e-a2770a1bc2be	NLRS_C_aarding	YESNO		16	1	Het object is voorzien van aarding	1
PARAM	8997e05b-6eef-4ebf-be94-1bd6befa6117	NLRS_C_aerosol vorming	YESNO		16	1	Er is (mogelijk) sprake van aerosol vorming	1
PARAM	f7a3ff9d-ac8c-40b3-a426-66ea279fab54	NLRS_C_afstand	LENGTH		7	1	Afstand tussen 2 objecten of onderdelen van een object.	1
PARAM	7e4c2359-da00-4aac-a02e-4f560f32a01d	NLRS_C_antislip	YESNO		16	1	Het oppervlak wordt antislip uitgevoerd.	1
PARAM	da2831c7-1684-46c7-b0d3-0a7e0f556b30	NLRS_C_bedraad	YESNO		16	1	Het aansluitpunt of de leiding wordt bedraad uitgevoerd	1
PARAM	dbce203f-ffa3-4698-988f-bb8f23e31a09	NLRS_C_belemmeringsfactor_Cb	NUMBER		11	1	Uitwendige reductiefactor tbv berekening Equivalent daglichtoppervlak	1
PARAM	e66fcd8d-9d9b-4b17-a28d-d2ff3bb4424a	NLRS_C_belemmeringsfactor_Cu	NUMBER		11	1	Uitwendige reductiefactor tbv berekening Equivalent daglichtoppervlak	1
PARAM	adf1999d-a9e5-4a11-9f32-3ad10666004c	NLRS_C_belemmeringshoek_a	ANGLE		1	1	Belemmeringshoek alfa voor zonlichttoetreding	1
PARAM	6f425502-19ea-406e-88d9-81cddebd2778	NLRS_C_belemmeringshoek_b	ANGLE		1	1	Belemmeringshoek beta voor zonlichttoetreding	1
PARAM	d7b9319f-6ed0-4a93-88d0-190bb58b4d7b	NLRS_C_beschermde vluchtroute	YESNO		16	1	De ruimte behoort tot een beschermde vluchtroute	1
PARAM	9f6d92cf-3cc8-4b05-ac0d-572478574e48	NLRS_C_bestemming	TEXT		13	1	Hiermee geven we de bestemming aan van bijvoorbeeld een wandcontactdoos of aansluitpunt. bv: copieerapparaat, of koffiemachine, etc 	1
PARAM	ad0b8528-21ea-479d-8edb-1ea603045a28	NLRS_C_bouwwerk_deel	TEXT		13	1	Onderdeel van het bouwwerk (vleugel/horizontale geleding)	1
PARAM	beca98b3-5207-4cde-a26b-7e9797c4eb26	NLRS_C_bouwwerk_laag	TEXT		13	1	Verdieping in bouwwerk	1
PARAM	9f4793ea-3f74-4564-a95b-494524c3745d	NLRS_C_bouwwerk_nummer	TEXT		13	1	Nummer / identificatiecode bouwwerk	1
PARAM	671559a0-ec9b-4a7f-a18d-ccf67a312667	NLRS_C_bouwwerk_omschrijving	TEXT		13	1	Omschrijving bouwwerk	1
PARAM	c21abbfb-0096-46d5-b389-e08f22ede44e	NLRS_C_brandbaar	YESNO		16	1	Is een object brandbaar?	1
PARAM	86070fb4-dbf1-4b24-8833-b2bbeb656782	NLRS_C_brandcompartiment	TEXT		13	1	Brandcompartiment waartoe de ruimte behoort	1
PARAM	95c550ed-9a24-4bdb-940f-16a261809bcb	NLRS_C_brandwerend	YESNO		16	1	Het object wordt brandwerend uitgevoerd.	1
PARAM	f3627cbe-f01b-4948-b984-69620e653757	_DEPRECATED_NLRS_C_brandwerendheid	INTEGER		999	1	Vervallen in NLRS3.0.1. Nieuwe parameter is NLRS_C_brandwerendheid (text parameter)	1
PARAM	ee223912-0e52-45b1-8218-b561dfed30e0	_DEPRECATED_NLRS_C_brandwerendheid EI	INTEGER		999	1	Vervallen in NLRS3.0.1. Nieuwe parameter is NLRS_C_brandwerendheid EI (text parameter)	1
PARAM	3e5030bc-20d3-42a1-ba5e-371700b56590	NLRS_C_breedte	LENGTH		7	1	Breedte van een object. (Niet gebruiken indien het een connector betreft!)	1
PARAM	4579d940-1e31-436b-9621-8aafe3f20366	NLRS_C_breedte_01	LENGTH		7	1	Breedte onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_01"	1
PARAM	8cab9bb9-aaa6-4b1d-aad9-708a6910fea7	NLRS_C_breedte_02	LENGTH		7	1	Breedte onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_02"	1
PARAM	5061293a-a908-4c7e-a99b-1bf7990f0598	NLRS_C_breedte_03	LENGTH		7	1	Breedte onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_03"	1
PARAM	e2c31b3f-d829-414b-b3d7-a908ac769410	NLRS_C_breedte_04	LENGTH		7	1	Breedte onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_04"	1
PARAM	d56aa36f-ec7b-4582-b428-536a29bd6599	NLRS_C_breedte_05	LENGTH		7	1	Breedte onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_05"	1
PARAM	68f39644-a5ff-41aa-ab9b-93d3edff59e0	NLRS_C_breedte_06	LENGTH		7	1	Breedte onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_06"	1
PARAM	60ac006c-200b-4475-bfbc-3b79530e65e9	NLRS_C_breedte_07	LENGTH		7	1	Breedte onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_07"	1
PARAM	14580bec-1887-4117-9066-dd46866f62a0	NLRS_C_breedte_08	LENGTH		7	1	Breedte onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_08"	1
PARAM	4506882c-bf20-4a4a-a0a0-bddf3b4178e3	NLRS_C_breedte_09	LENGTH		7	1	Breedte onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_09"	1
PARAM	98d27e9c-e6e2-470b-ae96-35f88789e6e3	NLRS_C_breedte_10	LENGTH		7	1	Breedte onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_10"	1
PARAM	59c6361d-28e9-4d1c-806a-7079301913f5	NLRS_C_breedte_max	LENGTH		7	1	Maximale toegestane of handelsbreedte van een object. 	1
PARAM	f1da3fc9-0d74-4c02-a955-3e1457b13951	NLRS_C_breedte_min	LENGTH		7	1	Minimale toegestane of handelsbreedte van een object. 	1
PARAM	e5465d75-350a-40d0-8f7c-73db76c644fd	NLRS_C_breedte_standaard	LENGTH		7	1	Standaard (handels)breedte van een object. 	1
PARAM	f6c42301-d2a8-4400-b312-2efcab379f52	NLRS_C_code	TEXT		13	1	Algemene parameter voor coderingen	1
PARAM	9497a8df-ae36-4296-9787-6d893b178434	NLRS_C_antislipklasse_code	TEXT		13	1	Antislipklasse van een object/constructie conform geldende normering	1
PARAM	37143ba7-8967-4cb7-b5db-aa6f4c089ad7	NLRS_C_artikel_code	TEXT		13	1	Code voor artikel (toepasbaar indien verdere specificatie zoals GTIN of leverancierscode niet voorhanden is)	1
PARAM	3d629c4b-9fad-4d8e-b0e5-f74fc27041d4	NLRS_C_bestek_code	TEXT		13	1	Codering bestektekst van toepassing op object	1
PARAM	ff582534-47e0-49b3-ad1f-58a934b71fea	NLRS_C_bestek_url	URL		14	1	URL naar bestektekst	1
PARAM	b60c039b-b501-48e9-98e1-86f4ce8ed00b	NLRS_C_bezettingsgraadklasse_code	TEXT		13	1	Code voor de bezettingsgraad in een ruimte conform Bouwbesluit 2003	1
PARAM	dc98262a-7508-4779-a3af-9f300daffd86	NLRS_C_brandklasse_code	TEXT		13	1	Code brandklasse van toepassing op het object, conform NEN-EN 2	1
PARAM	b6e76ef0-9fd6-4500-980d-50696000ffcb	NLRS_C_CBNL_code	TEXT		13	1	ETIM klasse code. zie: http://prod.etim-international.com/	1
PARAM	604e3220-83c7-48aa-88cb-fc52f0790c40	NLRS_C_CBNL_url	URL		14	1	URL naar de ETIM klasse	1
PARAM	a008420d-1056-47e5-b783-fa28d0acb2d1	NLRS_C_comfortklasse_code	TEXT		13	1	Codering comfortklasse van een bepaald object	1
PARAM	c2a98541-c0d2-433f-a4e7-7612b9cf49ad	NLRS_C_ETIM_code	TEXT		13	1	CB-NL klasse code	1
PARAM	1a0fac1d-442d-4c13-ac3b-1744859d99bc	NLRS_C_ETIM_url	URL		14	1	URL naar de CB-NL klasse	1
PARAM	fa045e63-c940-44c5-a221-10966c393f03	NLRS_C_explosieveiligheidsklasse_code	TEXT		13	1	Explosieveiligheidsklasse van een object/constructie conform geldende normering	1
PARAM	9b17d619-989a-47f7-a2f0-49c6c8199297	NLRS_C_fabrikant_gln_code	TEXT		13	1	GS1: Global Location Number van de fabrikant	1
PARAM	d6eac22a-671c-46c5-8712-f4143066539f	NLRS_C_fabrikant_product_code	TEXT		13	1	Productcode van de fabrikant	1
PARAM	442df2fd-b4eb-475f-8432-b6abdc2ad3bf	NLRS_C_FSC_code	TEXT		13	1	Certificaatnummer FSC voor bepaald object	1
PARAM	1bc0d4b0-2e5e-44ad-8a39-8ca662939b36	NLRS_C_FSC_url	URL		14	1	Link naar certificaat FSC voor een bepaald object	1
PARAM	936b6342-fe07-4a9d-b1b1-a37c23a65544	NLRS_C_gtin_code	TEXT		13	1	GS1: Global Trade Information Number	1
PARAM	6400107a-9c3c-4c44-9bbd-e55d8f656752	NLRS_C_KEMA_code	TEXT		13	1	Codering KEMA keurmerk	1
PARAM	0a9f7712-6493-41e6-9ab4-e9454c588ad4	NLRS_C_KOMO_code	TEXT		13	1	Nummer KOMO productcertificaat	1
PARAM	9f2b079f-3025-48a6-8082-b7d5b9e5a41f	NLRS_C_KOMO_url	URL		14	1	URL naar KOMO productcertificaat	1
PARAM	73803e29-3501-4c39-8c13-a49c4f2259d3	NLRS_C_kwaliteitsklasse_code	TEXT		13	1	Codering kwaliteitsklasse constructiemateriaal	1
PARAM	ad3db2e0-34c1-4e17-82b3-9cb4cff5f40f	NLRS_C_leverancier_artikel_code	TEXT		13	1	Artikelnummer van de leverancier. De fabrikant kan ook de leverancier zijn!	1
PARAM	75062afb-446b-4e1d-99f0-997bbc496e1c	NLRS_C_leverancier_gln_code	TEXT		13	1	GS1: Global Location Number van de leverancier	1
PARAM	198e0120-9d0d-4a82-bfbd-939dd137f0e6	NLRS_C_luchtdichtheidsklasse_code	TEXT		13	1	Luchtdichtheid van een object/constructie conform geldende normering	1
PARAM	e6231b68-e63e-4c0e-b695-492b601ac8c9	NLRS_C_milieuklasse_code	TEXT		13	1	Codering milieuklasse conform NEN-EN 206-1	1
PARAM	3c1ce3cf-dc39-40d6-9778-c33ea0bcb4e5	NLRS_C_ontvlambaarheidsklasse_code	TEXT		13	1	Ontvlambaarheid van een object conform geldende normering	1
PARAM	d436e0ae-3287-44c0-97c8-8fbc1aad869e	NLRS_C_PKVW_code	TEXT		13	1	Codering Politie Keurmerk Veilig Wonen van een bepaald object	1
PARAM	574dee35-28c4-4fab-925f-b9503a028ff2	NLRS_C_productklasse_code	TEXT		13	1	Codering algemene productklasse	1
PARAM	746002ce-b8d3-452f-a181-2c1829dd247d	NLRS_C_risicoklasse_asbest_code	TEXT		13	1	Codering risicoklasse asbest	1
PARAM	2ceaba91-0b6a-40b6-9051-06bb76bb4dbd	NLRS_C_risicoklasse_constructie_code	TEXT		13	1	Codering risicoklasse constructie gebouw	1
PARAM	7b4acbe7-dcd9-4e30-85a5-98bc8a746427	NLRS_C_SfB tabel 1_code	TEXT		13	1	Codering conform SfB tabel 1 (objectcodering)	1
PARAM	8d6d17e8-1c43-478c-b822-3cf3ecc2ac8e	NLRS_C_SfB tabel 3_code	TEXT		13	1	Codering conform SfB tabel 3 (materiaalcodering)	1
PARAM	fc75ccb4-7af1-476b-af4d-7bbcc1433237	NLRS_C_slagvastheidsklasse_code	TEXT		13	1	Slagvastheid van een object conform geldende normering	1
PARAM	6abc9aed-2e53-4de2-984b-9b4d580ecc96	NLRS_C_STABU_code	TEXT		13	1	Codering conform Stabu	1
PARAM	863f533a-ab1b-4504-8236-f60ce5ad8718	NLRS_C_veiligheidsklasse_code	TEXT		13	1	Codering veiligheidsklasse van een bepaald object	1
PARAM	a0f1b2e3-867c-4cf0-87bb-031bb3927d00	NLRS_C_waterdichtheidsklasse_code	TEXT		13	1	Waterdichtheid van een object/constructie conform geldende normering	1
PARAM	abbdf629-f961-4c62-b369-edfa4cad6ec7	_DEPRECATED_NLRS_C_contactgeluidsisolatie	NUMBER		999	1	Waarde van de contactgeluidsisolatie conform NEN5077	1
PARAM	67caeb59-485b-4d51-aa91-b012031dfeab	NLRS_C_content_creator	TEXT		13	1	Naam van diegene die de content heeft gemaakt of aangepast.	1
PARAM	731847c8-243f-4c0d-b0fa-bf2636a2cb72	NLRS_C_content_datum gewijzigd	TEXT		13	1	Laatste wijzigingsdatum voor het Revit object	1
PARAM	b783b13c-57e3-486c-b65f-24c57595f9e2	NLRS_C_content_datum uitgifte	TEXT		13	1	Aanmaakdatum voor het Revit object, datum van de eerste release	1
PARAM	f164327b-487f-440a-bab6-471c23909c76	NLRS_C_content_handleiding	URL		14	1	Deeplink / url naar de handlleiding van de content	1
PARAM	8b8009e8-b6c7-4167-8834-fd4d97e6edfa	NLRS_C_content_provider	TEXT		13	1	Naam van diegene die de content ter beschikking stelt of distribueert (op z'n website plaatst) -> zou 'Cadac'  of 'Magi' of 's4r' kunnen zijn	1
PARAM	48332332-bb80-41ec-aea0-60382a562245	NLRS_C_content_versie	TEXT		13	1	Versienummer van de content. (bv 1.0) Bij kleine aanpassingen verhoogt men de waarde met een tiende en bij grote wijzigingen met 1.	1
PARAM	de018fd6-0421-4925-9b82-ccba852880a3	NLRS_C_description	TEXT		13	1	Toepassen als Instance parameter wanneer Built-In Type parameter "Description" niet bruikbaar is. Anders toepassen als Type parameter en doorkoppelen naar Built-In parameter "Description"	1
PARAM	0399ecdc-d65a-4e37-b456-7d9c51a2a89b	NLRS_C_diameter	LENGTH		7	1	Diameter object (Niet gebruiken indien het een connector betreft!)	1
PARAM	23f53a39-b939-4fce-a36e-421a91b4a49c	NLRS_C_diameter_01	LENGTH		7	1	Diameter onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_01"	1
PARAM	4895b665-7cbd-4979-b1bc-8a0b76a783bb	NLRS_C_diameter_02	LENGTH		7	1	Diameter onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_02"	1
PARAM	e61e0db5-6124-4445-9cde-b046039e0539	NLRS_C_diameter_03	LENGTH		7	1	Diameter onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_03"	1
PARAM	85d9b20a-9434-42c9-865b-b5ea28449dcc	NLRS_C_diameter_04	LENGTH		7	1	Diameter onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_04"	1
PARAM	98e0b7c9-0198-4645-b4a4-2dd6872a0b4f	NLRS_C_diameter_05	LENGTH		7	1	Diameter onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_05"	1
PARAM	2719f3d6-0e7d-4110-95cd-2077963d27cb	NLRS_C_diepte	LENGTH		7	1	Diepte object (Niet gebruiken indien het een connector betreft!)	1
